"name","price_range","stars","neighborhood","business_id","hours","is_open","address","review_count","longitude","latitude","postal_code"
"7 Numbers Danforth","2","3.5","Riverdale","S2eGygYWQB2yyb3-neKTlw","""['Tuesday 17:0-23:0', 'Wednesday 17:0-23:0', 'Thursday 17:0-23:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 17:0-22:0']""","1","307 Danforth Avenue E","75","-79.3538463","43.6769587","M4K 1N7"
"Campo","2","4.5","","L8W83-wPFLMs457cAu60Eg","""['Wednesday 12:0-14:0', 'Thursday 12:0-14:0', 'Friday 12:0-14:0', 'Saturday 17:30-22:0', 'Sunday 11:0-14:0']""","1","244 Jane Street","25","-79.48695902","43.65511797","M6S 3Y8"
"Negroni","2","4","Palmerston","XxXJat55Oep1BMzQ9yJJhQ","""['Monday 11:0-2:0', 'Tuesday 11:0-2:0', 'Wednesday 11:0-2:0', 'Thursday 11:0-2:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-2:0']""","0","492 College Street","37","-79.4097497","43.6562802","M6G 1A4"
"On A Bun","2","3.5","Niagara","rRoJ2PbxzjCPFHq0jqzXkA","""['Monday 11:30-21:0', 'Tuesday 11:30-21:0', 'Wednesday 11:30-21:0', 'Thursday 11:30-21:0', 'Friday 11:30-21:0', 'Saturday 11:30-21:0', 'Sunday 0:0-20:0']""","1","A 841 Queen St W","11","-79.41006742","43.64590058","M6J 1G4"
"Prego Restaurant","2","4","Etobicoke","kqIjHVFbhg-mqRGRhpRKpg","","1","753 The Queensway","5","-79.5036015","43.626083","M8Z 1M8"
"Locale Mercatto","2","3","Financial District","_AVXgkX4DiNQAQj_3tNhFQ","""['Monday 11:30-23:0', 'Tuesday 11:30-23:0', 'Wednesday 11:30-23:0', 'Thursday 11:30-23:0', 'Friday 11:30-23:0', 'Saturday 17:0-23:0']""","1","330 Bay Street","66","-79.3812091","43.6500336","M5H 2S8"
"Focaccia Restaurant","2","3.5","Church-Wellesley Village","1kVicFRGjgUrB6IezlTTdw","""['Monday 11:30-21:0', 'Tuesday 11:30-14:30', 'Tuesday 17:0-23:0', 'Wednesday 11:30-14:30', 'Wednesday 17:0-23:0', 'Thursday 11:30-14:30', 'Thursday 17:0-23:0', 'Friday 11:30-14:30', 'Friday 17:0-23:0', 'Saturday 17:0-23:0']""","1","17 Hayden Street","24","-79.3858616","43.6694964","M4Y 2P2"
"Roma1090","2","3.5","Dovercourt","C7bK6Sd0LcvH7SOAjQu3LA","""['Monday 15:0-0:0', 'Tuesday 15:0-0:0', 'Wednesday 15:0-0:0', 'Thursday 11:0-1:0', 'Friday 11:0-1:0', 'Saturday 11:0-1:0', 'Sunday 11:0-1:0']""","1","1090 Bloor Street W","21","-79.4341132","43.6601487","M6H"
"Pi Co","2","4","Yorkville","#NAME?","""['Monday 11:0-21:0', 'Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-0:0', 'Friday 11:0-0:0', 'Saturday 11:0-0:0', 'Sunday 11:0-0:0', 'Sunday 11:0-21:0']""","1","1200 Bay Street","30","-79.3898095","43.6700032","M5R 2A5"
"Napoli Centrale","2","4.5","The Annex","ohEGwJtSqrVd2SD-FKKrUQ","""['Monday 17:0-22:0', 'Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0', 'Sunday 17:0-22:0']""","1","964 Bathurst Street","33","-79.4129745","43.6695182","M5R 3G5"
"Il Fornello","2","2.5","The Beach","fmgGNZyZfeCU8fug5LnpjQ","","0","2024 Queen Street E","16","-79.2987658","43.6705682","M4L 1J4"
"Spoon And Fork Plus","2","3.5","","3k9treY8PmsZ42bKmuICgA","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-23:0', 'Saturday 11:30-23:0', 'Sunday 11:30-22:0']""","1","""865 York Mills, Unit 9""","110","-79.3494929","43.7541711","M3B 1Y6"
"Joe Maggiano's Italian Eatery & Bar","2","2","","7tUmASg6tOmh_DcIz2R7SQ","""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-0:0', 'Friday 11:0-0:0', 'Saturday 11:0-0:0', 'Sunday 11:0-22:0']""","0","2450 Sheppard Avenue E","9","-79.3240124","43.7750926","M2J 1X1"
"Bella Vista Trattoria & Wine Bar","2","3.5","Bickford Park","rkssUq0wCU51zqHS5VZ7bg","""['Tuesday 16:0-0:0', 'Wednesday 16:0-0:0', 'Thursday 16:0-0:0', 'Friday 16:0-0:0', 'Saturday 16:0-0:0', 'Sunday 16:0-0:0']""","1","660 College Street","8","-79.4164775","43.6551859","M6G 1B8"
"Cantine Bar & Grill","2","3.5","The Annex","6Toez65egZSMV1iohQWGIQ","""['Monday 11:30-21:0', 'Tuesday 11:30-21:0', 'Wednesday 11:30-21:0', 'Thursday 11:30-21:30', 'Friday 11:30-22:0', 'Saturday 10:0-22:0', 'Sunday 10:0-21:0']""","0","138 Avenue Road","26","-79.3965417","43.6744252","M5R 2H6"
"Piola","2","3.5","West Queen West","cVlW0omVTRaVJqnT-OBBsQ","""['Tuesday 12:0-23:0', 'Wednesday 12:0-23:0', 'Thursday 12:0-23:0', 'Friday 12:0-1:0', 'Saturday 12:0-1:0', 'Sunday 12:0-23:0']""","0","1165 Queen Street W","69","-79.4257699","43.6426372","M6J 1J6"
"Vino Rosso Bar & Restaurant","2","2","Discovery District","ElFjivhz41XfFiOogtTCvg","""['Monday 11:0-15:0', 'Monday 17:0-22:0', 'Tuesday 11:0-15:0', 'Tuesday 17:0-22:0', 'Wednesday 11:0-15:0', 'Wednesday 17:0-22:0', 'Thursday 11:0-15:0', 'Thursday 17:0-22:0', 'Friday 11:0-15:0', 'Friday 17:0-22:0', 'Saturday 17:0-22:0', 'Sunday 10:0-15:0', 'Sunday 17:0-22:0']""","1","995 Bay Street","14","-79.3874872","43.665223","M5S 3C4"
"Mangia & Bevi","2","4","Corktown","tWdp26XQEJqJGnRmFVJQxA","""['Monday 10:0-22:0', 'Tuesday 10:0-22:0', 'Wednesday 10:0-22:0', 'Thursday 10:0-22:0', 'Friday 10:0-22:0', 'Saturday 12:0-15:0', 'Sunday 12:0-15:0']""","1","260 King Street E","126","-79.36630726","43.6522239","M5R 4L5"
"Pizza e Pazzi","2","3.5","Corso Italia","ERnG-1q3igX3VSgm5uLZ6A","""['Monday 17:0-22:0', 'Tuesday 17:0-22:0', 'Wednesday 12:0-22:0', 'Thursday 12:0-22:0', 'Friday 17:0-23:0', 'Saturday 12:0-23:0', 'Sunday 12:0-22:0']""","1","1182 Saint Clair Avenue W","47","-79.4438931","43.6780154","M6E 1B4"
"Casa Di Giorgios","2","4","Upper Beach","Huo1lJmVkdqvFuLtA74Nhw","""['Monday 16:0-22:0', 'Tuesday 16:0-22:0', 'Wednesday 16:0-22:0', 'Thursday 16:0-22:0', 'Friday 16:0-23:0', 'Saturday 16:0-22:0', 'Sunday 16:0-22:0']""","1","1646 Queen St E","48","-79.3152179","43.66684","M4L 1G3"
"Pastizza","2","4","St. Lawrence","cSSgeQQOz2modfT7zTHJHQ","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-0:0', 'Saturday 11:30-0:0', 'Sunday 11:30-22:0']""","0","118 The Esplanade","52","-79.3719852","43.6481186","M5E 1A9"
"Marcello's Pizzeria","2","4","","a4MVM9E9022sYFrrYWy9DQ","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-22:30', 'Saturday 11:30-22:30', 'Sunday 13:0-22:0']""","1","1163 Saint Clair Avenue W","74","-79.4425691","43.6778954","M6E 1B2"
"Pizzeria Libretto Danforth","2","4","The Danforth","OIdOJaNS8M624F58XGV3PQ","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-23:0', 'Saturday 11:30-23:0', 'Sunday 11:30-22:0']""","1","550 Danforth Avenue","238","-79.3475845","43.6785541","M4K 1P7"
"Il Gatto Nero","2","3","Bickford Park","UBW3Asjmih0nARbBNK3oEA","""['Monday 8:0-1:0', 'Tuesday 8:0-1:0', 'Wednesday 8:0-1:0', 'Thursday 8:0-1:0', 'Friday 8:0-1:0', 'Saturday 8:0-1:0', 'Sunday 8:0-1:0']""","1","720 College St","42","-79.4188956","43.655254","M6G 1C3"
"Porticello Restaurant","2","3.5","Harbourfront","VbFGfmrl0VtXc10vKpj5aw","""['Monday 11:0-15:0', 'Monday 11:30-15:0', 'Monday 17:0-23:0', 'Tuesday 11:30-15:0', 'Tuesday 17:0-23:0', 'Wednesday 11:30-15:0', 'Wednesday 17:0-23:0', 'Thursday 11:30-15:0', 'Thursday 17:0-23:0', 'Friday 11:30-15:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:30', 'Sunday 11:30-22:0']""","0","370 Queens Quay W","3","-79.38979","43.6387666","M5V 3J3"
"Cafe Cinquecento","2","3","Niagara","Zuwzb89m5JfOGyPgknSbCQ","","0","791 King Street W","10","-79.4067972","43.6429425","M5V 1N4"
"Noodles & Company","2","3","Financial District","tuikCn2ljRGN5QHZBnjoqA","""['Monday 6:30-19:0', 'Tuesday 6:30-19:0', 'Wednesday 6:30-19:0', 'Thursday 6:30-19:0', 'Friday 6:30-19:0']""","1","66 Wellington Street W","27","-79.3811225","43.6473609","M5K 1A1"
"Il Fornello","2","3","Entertainment District","98V9R-7YT20KmcmJyMiJmg","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-22:0', 'Saturday 16:0-23:0']""","1","214 King St W","65","-79.386774","43.6474299","M5H 3S6"
"Kalendar","2","3.5","Palmerston","C3PVq7UpeHd6nz1_e-AtkA","""['Monday 11:30-23:0', 'Tuesday 11:30-23:0', 'Wednesday 11:30-23:0', 'Thursday 11:30-0:0', 'Friday 11:30-2:0', 'Saturday 10:30-2:0', 'Sunday 10:30-23:0']""","1","546 College Street","138","-79.411741","43.6559194","M6G 1B1"
"Agio","2","4.5","","a-Mo7Ipu_c5y21mmg0-F7g","""['Monday 11:30-23:30', 'Tuesday 11:30-23:30', 'Wednesday 11:30-23:30', 'Thursday 11:30-23:30', 'Friday 11:30-23:30', 'Saturday 11:30-23:30', 'Sunday 11:30-23:30']""","1","1351 St Clair Avenue W","95","-79.4506221","43.6761799","M6E 1C5"
"Appetite","2","3","Riverdale","dPWgvF0SjDRTd2r3hYDTWQ","""['Monday 11:0-19:0', 'Tuesday 11:0-20:0', 'Wednesday 11:0-20:0', 'Thursday 11:0-20:0', 'Friday 11:0-20:0', 'Saturday 11:0-17:0']""","0","722 Queen Street E","8","-79.3493884","43.6590524","M4M 1H2"
"Amicos Pizza Ristorante","2","3","Parkdale","Kdt5XrqARBMIH694fgnyuA","""['Monday 16:0-4:0', 'Wednesday 16:0-4:0', 'Thursday 16:0-4:0', 'Friday 16:0-4:0', 'Saturday 16:0-4:0', 'Sunday 16:0-4:0']""","1","1648 Queen Street W","26","-79.443082","43.639388","M6R 1B2"
"East Side Mario's","2","1.5","","LzYy9DdprXyI2zXNSP267g","""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-0:0', 'Friday 11:0-0:0', 'Saturday 11:0-0:0', 'Sunday 11:0-0:0']""","1","2171 Steeles Ave W","29","-79.4761664","43.7856129","M3J 3N2"
"Luce Restaurant","2","4","Niagara","o7io7ITyHfjXOpxIktL0Bg","""['Tuesday 16:0-22:0', 'Wednesday 16:0-22:0', 'Thursday 16:0-23:0', 'Friday 11:30-0:0', 'Saturday 11:0-0:0', 'Sunday 11:0-22:0']""","0","791 King Street W","24","-79.4068177","43.6430561","M5V 1N4"
"Vivid Pizzeria & Restaurant","2","4","","yhUmRy7x5Zw1XXVhxQ2zQQ","","0","1067 St. Clair Ave W","7","-79.4392235","43.6786591","M6H 3B1"
"Ciccio Sanwiccio","2","4","","V4Ml-Urzen74dieQD-QeKw","","1","3220 Yonge Street","17","-79.4035455","43.7287692","M4N 2L2"
"Cabbagetown Brew","2","4.5","Cabbagetown","nPBZaN5ttrArS6tZwdjN7Q","""['Monday 9:0-21:0', 'Tuesday 9:0-21:0', 'Wednesday 9:0-21:0', 'Thursday 9:0-21:0', 'Friday 9:0-21:0', 'Saturday 9:0-18:0', 'Sunday 9:0-18:0']""","1","552 Parliament Street","10","-79.3691778","43.6668442","M4X 1P6"
"Grano Restaurant","2","3.5","Mount Pleasant and Davisville","N20Z6CmL1ZnCHYd2aojRyQ","""['Monday 9:0-21:30', 'Tuesday 9:0-21:30', 'Wednesday 9:0-21:30', 'Thursday 9:0-21:30', 'Friday 9:0-21:30', 'Saturday 9:0-21:30']""","1","2035 Yonge St","27","-79.3970147","43.7017236","M4S 2A2"
"Chefydrew's International Cuisine","2","4","","A8yIKHSI5LFYZ6_H8dZBcg","","0","255 Dundas Street E","7","-79.3724253","43.658124","M5A 1Z8"
"G For Gelato and Pizza Bar","2","4","Corktown","84ezTxVxTCmI65_UeYRJcA","""['Monday 8:0-21:0', 'Tuesday 8:0-21:0', 'Wednesday 8:0-21:0', 'Thursday 8:0-21:0', 'Friday 8:0-23:0', 'Saturday 8:0-23:0', 'Sunday 9:0-22:0']""","1","75 Jarvis Street","143","-79.37186911","43.6513375","M5C 2H2"
"Modo Mio Italian Bistro","2","4.5","","NvFpFlu-aHzUOtaA0yc-YA","""['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-22:30', 'Saturday 12:0-22:30', 'Sunday 12:0-22:0']""","1","1923c Avenue Road","17","-79.4193442","43.73371344","M5M 4A2"
"L-eat Express Cafe","2","3","","jS6i--1iVudrIZNhKrG6-Q","""['Monday 7:30-17:0', 'Tuesday 7:30-17:0', 'Wednesday 7:30-17:0', 'Thursday 7:30-17:0', 'Friday 7:30-17:0']""","0","410 Adelaide St W","17","-79.3967258","43.6466453","M5V 1S7"
"Jz's Pizza","2","4","Entertainment District","YvrylyuWgbP90RgMqZQVnQ","""['Monday 11:0-23:0', 'Tuesday 11:0-23:0', 'Wednesday 11:0-23:0', 'Thursday 11:0-23:0', 'Friday 11:0-1:0', 'Saturday 11:0-1:0', 'Sunday 11:0-23:0']""","1","232 Wellington Street W","31","-79.3897039","43.64527676","M5V 3W1"
"SCADDABUSH Italian Kitchen & Bar","2","3.5","Downtown Core","9Eghhu_LzEJgDKNgisf3rg","""['Monday 11:0-1:0', 'Tuesday 11:0-1:0', 'Wednesday 11:0-1:0', 'Thursday 11:0-2:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-1:0']""","1","""382 Yonge Street, Unit #7""","294","-79.3824692","43.6592789","M5B 1S8"
"Little Anthony's","2","3.5","Downtown Core","UH6mET5JYZR6yPDVpTG9Og","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-22:0', 'Thursday 11:30-22:0', 'Friday 11:30-22:0', 'Saturday 17:0-22:30']""","1","121 Richmond Street W","77","-79.3840733","43.6509167","M5H 3K6"
"Levetto","2","4","Dufferin Grove","iag4htR8F7FmE9zpz7_GMw","""['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-22:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-22:0']""","1","940 College Street","42","-79.4265904","43.6536812","M6H 1A5"
"Fusaro's Kitchen","2","4","Entertainment District","sKrt4CMGyG8YAjxVkk4hPQ","""['Monday 9:0-21:0', 'Tuesday 9:0-21:0', 'Wednesday 9:0-21:0', 'Thursday 9:0-21:0', 'Friday 9:0-21:0', 'Saturday 10:0-16:0']""","1","147 Spadina Avenue","85","-79.3956287","43.6480684","M5V 2L7"
"Cinquelire","2","3.5","","VIP5_HoBm98wcJPwz0lZjg","""['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-23:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 11:0-22:0']""","1","2910 Dufferin Street","18","-79.4536759","43.7086252","M6B 3S8"
"Quattro e Quattr8","2","3.5","Mount Pleasant and Davisville","zCqpHq-eDSRqXn9VBtoVcQ","","1","2059 Yonge Street","11","-79.3971311","43.702178","M4S 2A2"
"La Stella Restaurant and Bar","2","3","Yonge and St. Clair","q0Yj68PIi5ebK5Foycs-HA","""['Monday 11:0-21:0', 'Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-21:0']""","0","55 St. Clair Avenue W","4","-79.4000493","43.6864123","M4V 2Y7"
"Big Slice Restaurant","2","3","","1Z9rGyR3Ld2mtnOTE4pNcg","","1","1154 St Clair Ave W","41","-79.4424888","43.6782503","M6E 1B3"
"San Francesco Foods","2","3","Discovery District","0r9NuzpFE6l0hwVAJDnhVg","""['Monday 10:30-21:0', 'Tuesday 10:30-21:0', 'Wednesday 10:30-21:0', 'Thursday 10:30-21:0', 'Friday 10:30-21:0', 'Saturday 10:30-21:0', 'Sunday 11:0-21:0']""","1","736 Bay Street","12","-79.3855275","43.6593919","M5G 2M4"
"Micro Time Cafe","2","3","Church-Wellesley Village","bNO_c8Gka2Rkwaub3qVAMQ","""['Monday 8:0-22:0', 'Tuesday 12:0-22:0', 'Wednesday 12:0-22:0', 'Thursday 12:0-22:0', 'Friday 12:0-22:0', 'Saturday 12:0-22:0', 'Sunday 12:0-20:0']""","1","25 Wellesley St E","20","-79.383316","43.665211","M4Y 3B2"
"The Original San Francesco","2","3","","7e5VezwFWmNyv5RvuHyFrQ","""['Monday 11:0-21:0', 'Tuesday 11:0-21:0', 'Wednesday 11:0-21:0', 'Thursday 11:0-21:0', 'Friday 11:0-21:0', 'Saturday 11:0-21:0', 'Sunday 11:0-21:0']""","1","30 Laird Drive","8","-79.3609067","43.7038766","M4G 3T2"
"Francesca Italian Bakery & Delicatessen","2","4","Scarborough","mUUTJY9_BqmAYxypHiqWrw","""['Monday 7:0-19:0', 'Tuesday 7:0-19:0', 'Wednesday 7:0-19:0', 'Thursday 7:0-19:0', 'Friday 7:0-19:0', 'Saturday 7:0-18:0', 'Sunday 7:0-17:0']""","1","2 Invergordon Avenue","69","-79.2563833","43.787596","M1S 2Y8"
"Factory Girl","2","3.5","Riverdale","aadG1TzULt-ezzUJZUSSJQ","""['Monday 11:0-1:0', 'Tuesday 11:0-1:0', 'Wednesday 11:0-1:0', 'Thursday 11:0-2:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-1:0']""","1","193 Danforth Avenue","72","-79.3562023","43.676581","M4K 1N2"
"Grazie Ristorante","2","4","Mount Pleasant and Davisville","wNXw53wmePcf_V3rF18LUg","""['Monday 12:0-22:0', 'Tuesday 12:0-23:0', 'Wednesday 12:0-23:0', 'Thursday 12:0-23:0', 'Friday 12:0-0:0', 'Saturday 12:0-0:0', 'Sunday 12:0-23:0']""","1","2373 Yonge Street","268","-79.398862","43.7093922","M4P 2C8"
"Red Sauce","2","4","Palmerston","GjEbrETDJf0KPHQWvWkoqA","""['Monday 11:0-2:0', 'Tuesday 11:0-2:0', 'Wednesday 11:0-2:0', 'Thursday 11:0-2:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-2:0']""","0","50c Clinton Street","13","-79.4141069","43.6555203","M6G 2Y3"
"The Mad Italian","2","4.5","Greektown","Ik3CEeFyMFDnqrhc30NubQ","""['Monday 10:0-22:0', 'Tuesday 10:0-23:0', 'Wednesday 10:0-23:0', 'Thursday 10:0-0:0', 'Friday 10:0-0:0', 'Saturday 10:0-0:0', 'Sunday 10:0-22:0']""","0","565 Danforth Avenue","3","-79.346957","43.678381","M4K 1P9"
"Alio Restaurant & Wine Bar","2","3","Discovery District","0pHBqJT0mzu9bO6D33Byug","""['Monday 23:30-1:30', 'Tuesday 23:30-1:30', 'Wednesday 23:30-1:30', 'Thursday 23:30-1:30', 'Friday 23:30-1:30', 'Saturday 19:0-1:0']""","1","108 Dundas Street W","7","-79.3840939","43.6556629","M5G 1C3"
"Capitol Trattoria Pizzeria","2","2.5","Little Italy","k9AaulyfonmUlkmI3uMiQQ","""['Monday 11:0-1:0', 'Tuesday 11:0-1:0', 'Wednesday 11:0-1:0', 'Thursday 11:0-1:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-1:0']""","1","597 College Street","21","-79.4139538","43.6551928","M6G 1B5"
"Novecento","2","4.5","Corso Italia","6a7zecn8W8r9dDWwQVb6aA","","0","1228 Saint Clair Avenue W","7","-79.4451386","43.6775605","M6E 1B7"
"Mayday Malone's Pub & Ristorante","2","3.5","Seaton Village","wC-6zUGK5Cx3qW8IjvJxpw","""['Monday 11:0-2:0', 'Tuesday 11:0-2:0', 'Wednesday 11:0-2:0', 'Thursday 11:0-2:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-2:0']""","1","1078 Bathurst Street","10","-79.4143711","43.6724821","M5R 3G9"
"Viccino Pizzeria","2","3.5","The Beach","Qf7x_9ATlcm-thjdxOWJ4A","""['Monday 12:0-22:0', 'Tuesday 12:0-22:0', 'Wednesday 12:0-22:0', 'Thursday 12:0-22:0', 'Friday 12:0-23:0', 'Saturday 12:0-23:0']""","0","1923 Queen St E","13","-79.3039884","43.6691396","M4L 1H3"
"Langolino Wine Bar & Grill","2","3.5","Palmerston","k5azd7T8eqESrOP9TkBjOw","""['Monday 11:0-2:0', 'Tuesday 11:0-2:0', 'Wednesday 11:0-2:0', 'Thursday 11:0-2:0', 'Friday 11:0-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-2:0']""","0","50 Clinton St","8","-79.4141069","43.6555203","M6G 2Y3"
"Lyrics Music Bar and Grill","2","2.5","Yorkville","b_yZrM3rVQVlifEg5naDpQ","""['Tuesday 11:30-0:0', 'Wednesday 11:30-0:0', 'Thursday 11:30-0:0', 'Friday 11:30-2:0', 'Saturday 18:0-2:0']""","0","50 Cumberland Street","3","-79.3890456","43.6707363","M4W"
"Angolino","2","4.5","The Junction","z4_Aut97zxHEen9LXYJ9Ig","""['Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 17:0-22:0', 'Saturday 17:0-22:0', 'Sunday 17:0-22:0']""","1","1595 Dupont Street","9","-79.4542337","43.6650201","M6P 3S8"
"Pizzeria Defina","2","4","High Park","9xdVIIzHp12Zrox5aFaaHA","""['Monday 12:0-22:0', 'Tuesday 12:0-22:0', 'Wednesday 12:0-22:0', 'Thursday 12:0-22:0', 'Friday 12:0-23:0', 'Saturday 12:0-23:0', 'Sunday 12:0-22:0']""","1","321 Roncesvalles Ave","74","-79.4499432","43.6486938","M6R 2M6"
"Ferro Bar & Cafe","2","3.5","Wychwood","l8SNag-Ii0YUeSGHkA3Vhw","""['Monday 11:0-22:0', 'Tuesday 11:0-22:0', 'Wednesday 11:0-22:0', 'Thursday 11:0-23:0', 'Friday 11:0-23:0', 'Saturday 11:0-23:0', 'Sunday 17:0-22:0']""","1","769 Saint Clair Avenue W","63","-79.4286208","43.6809349","M6C 1B4"
"Sip Wine Bar","2","3","Mount Pleasant and Davisville","uwT7CppiYkek-Z-661sndQ","""['Monday 12:0-1:0', 'Tuesday 12:0-1:0', 'Wednesday 12:0-1:0', 'Thursday 12:0-1:0', 'Friday 12:0-1:0', 'Saturday 12:0-2:0', 'Sunday 16:0-0:0']""","1","2 Broadway Avenue","60","-79.398488","43.709659","M4P 1T4"
"Archeo","2","3.5","Distillery District","apHPFnDUIaZM7uZoB9DXfw","""['Monday 12:0-20:0', 'Tuesday 12:0-20:0', 'Wednesday 12:0-20:0', 'Thursday 12:0-20:0', 'Friday 12:0-21:0', 'Saturday 12:0-21:0', 'Sunday 12:0-20:0']""","1","31 Trinity Street","47","-79.35952573","43.65067992","M5A 3C4"
"Bar Italia","2","3","Little Italy","tpesKzKbcPFekdThYZ4UpA","""['Monday 11:0-1:0', 'Tuesday 11:0-1:0', 'Wednesday 11:0-1:0', 'Thursday 11:0-1:0', 'Friday 11:0-2:0', 'Saturday 10:0-2:0', 'Sunday 10:0-1:0']""","1","582 College Street","74","-79.413392","43.6554136","M6G 1B3"
"Spacco Restaurant and Bar","2","2.5","Mount Pleasant and Davisville","pVntIctjRuspaO_ULf5zOA","""['Monday 12:0-2:0', 'Tuesday 12:0-2:0', 'Wednesday 12:0-2:0', 'Thursday 12:0-2:0', 'Friday 12:0-2:0', 'Saturday 12:0-2:0', 'Sunday 12:0-1:0']""","1","2415 Yonge Street","70","-79.398779","43.7105544","M4P 2E7"
"Osteria Ciceri e Tria","2","3.5","Downtown Core","3QS2Wgedv3jjKC5vJXJTcA","","1","106 Victoria St","32","-79.3781549","43.6521997","M5C"
"Vesuvio Pizzeria & Spaghetti House","2","4","The Junction","PUDtJu2bFTvIl1_WhyUIXQ","","1","3010 Dundas St W","85","-79.4698238","43.6655868","M6P 1Z3"
"Lambretta Pizzeria & Wine Bar","2","4","Roncesvalles","xhCiQt_-pMp1nKDXZ7n7BQ","""['Monday 12:0-21:30', 'Tuesday 12:0-21:30', 'Wednesday 12:0-21:30', 'Thursday 12:0-22:30', 'Friday 12:0-22:30', 'Saturday 12:0-22:30', 'Sunday 12:0-21:30']""","1","89 Roncesvalles Avenue","25","-79.44713056","43.64165965","M6R 2K6"
"Banknote Bar","2","3.5","","vExvdgUbU377-Fry2uuv_w","""['Monday 11:30-2:0', 'Tuesday 11:30-2:0', 'Wednesday 11:30-2:0', 'Thursday 11:30-2:0', 'Friday 11:30-2:0', 'Saturday 11:0-2:0', 'Sunday 11:0-2:0']""","1","663 King Street W","51","-79.4023616","43.6438454","M5V 1M5"
"Bar Vespa","2","3","Liberty Village","CUGswyxGdkcd4IE1oHc80A","""['Monday 11:30-22:0', 'Tuesday 11:30-22:0', 'Wednesday 11:30-23:0', 'Thursday 11:30-23:0', 'Friday 11:30-1:0', 'Saturday 12:0-1:0', 'Sunday 12:0-22:0']""","0","167 E Liberty Street","74","-79.417423","43.638436","M6K 3K4"
"7 West Cafe","2","3.5","Downtown Core","JOoblYsQjFT-47tkt6om0A","""['Monday 6:0-6:0', 'Tuesday 6:0-6:0', 'Wednesday 6:0-6:0', 'Thursday 6:0-6:0', 'Friday 6:0-6:0', 'Saturday 6:0-6:0', 'Sunday 6:0-6:0']""","1","7 Charles Street W","275","-79.38652575","43.66856619","M4Y 1R4"
"Positano Restaurant","2","4.5","Mount Pleasant and Davisville","zmfa8RNxqSuOJ9Nx-CMs_Q","""['Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 17:0-22:0', 'Saturday 17:0-23:0', 'Sunday 17:0-22:0']""","1","633 Mount Pleasant Road","30","-79.3885319","43.7047029","M4S 2M9"
"Lo Zingaro","2","4","Queen Street West","fuBpjG-lsD94_BdpjHxbuQ","""['Tuesday 17:0-22:0', 'Wednesday 17:0-22:0', 'Thursday 17:0-22:0', 'Friday 17:0-23:0', 'Saturday 17:0-23:0']""","0","571 Queen Street  W","71","-79.40094799","43.64770579","M5V 2B6"
